"Word","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Max_strength.perceptual","Exclusivity.perceptual","Dominant.perceptual","Minkowski3.perceptual","N_known.perceptual","Percent_known.perceptual"
"A",2.214,0,0.429,0,0,2.429,2.259,0,0.938,0,0,2.409,2.429,0.479,"Visual",2.934,14,0.737
"A CAPPELLA",4.333,0,0.222,0.722,0,1.667,1.609,0,0.548,1.364,0,1.91,4.333,0.624,"Auditory",4.421,18,0.947
"AARDVARK",1.625,0.562,1.625,0.062,1.25,4.125,1.784,1.263,1.928,0.25,1.88,1.258,4.125,0.439,"Visual",4.325,16,0.889
"ABACK",1.294,0.059,0.294,1.353,0,2.824,1.896,0.243,0.985,1.801,0,2.007,2.824,0.485,"Visual",3.007,17,0.85
"ABACUS",1.556,0.167,3.722,0.278,0.111,3.944,1.617,0.514,1.406,0.669,0.471,1.305,3.944,0.392,"Visual",4.887,18,0.947
"ABANDON",0.941,0.118,0.294,2.118,0.059,2.176,1.088,0.332,0.47,1.867,0.243,1.976,2.176,0.371,"Visual",2.744,17,0.944
"ABANDONED",1.444,0,0.056,1.667,0,2.778,1.822,0,0.236,2.169,0,1.987,2.778,0.467,"Visual",3.075,18,1
"ABANDONEE",1.938,0,1.375,0.562,0.25,3.938,1.843,0,1.893,1.413,1,1.389,3.938,0.488,"Visual",4.143,16,0.889
"ABANDONER",0.571,0,0.143,1.643,0,2.214,0.852,0,0.363,1.985,0,1.847,2.214,0.484,"Visual",2.492,14,0.933
"ABANDONMENT",2.133,0.067,1.2,2.933,0.067,3,1.727,0.258,1.74,1.792,0.258,1.964,3,0.312,"Visual",3.993,15,1
"ABASEMENT",2.833,0.167,0.667,1.25,0.167,3,1.899,0.389,0.985,1.545,0.389,1.595,3,0.351,"Visual",3.733,12,0.364
"ABBREVIATE",2.4,0,0.15,0.45,0,2.65,1.875,0,0.489,1.146,0,1.843,2.65,0.469,"Visual",3.192,20,1
"ABBREVIATED",1.889,0,0.278,0.444,0,3.111,2.083,0,0.826,0.922,0,2.083,3.111,0.544,"Visual",3.331,18,1
"ABBREVIATION",2.737,0.053,0.158,0.474,0,3.947,1.79,0.229,0.688,1.429,0,1.433,3.947,0.536,"Visual",4.347,19,1
"ABDICATE",2.333,0.167,0.167,0.417,0.25,3.25,2.103,0.577,0.577,0.996,0.866,1.658,3.25,0.468,"Visual",3.612,12,0.632
"ABDOMEN",0.588,0.235,3.294,2.353,0.235,3.647,1.372,0.97,1.649,2.234,0.97,2.029,3.647,0.33,"Visual",4.603,17,1
"ABDOMINAL",0.933,0.2,3.2,2.733,0.2,3.8,1.668,0.775,1.897,2.052,0.775,1.265,3.8,0.325,"Visual",4.775,15,0.938
"ABDOMINALLY",0.412,0.471,0.882,2.059,0.176,1.353,1.064,1.179,1.409,2.277,0.728,1.693,2.059,0.352,"Interoceptive",2.294,17,0.944
"ABDUCT",1.737,0,1,0.579,0.105,2.895,1.79,0,1.374,1.017,0.315,1.969,2.895,0.458,"Visual",3.131,19,1
"ABDUCTEE",1.25,0.1,0.6,0.55,0.1,2.9,1.618,0.447,1.314,1.538,0.447,1.917,2.9,0.509,"Visual",2.99,20,1
"ABDUCTION",2.059,0,1.529,2.176,0,4,1.853,0,1.586,1.845,0,1.173,4,0.41,"Visual",4.424,17,1
"ABDUCTOR",2.353,0.294,1.824,0.941,0.353,3.059,1.935,1.213,2.007,1.749,1.222,1.983,3.059,0.313,"Visual",3.65,17,0.944
"ABHOR",1.696,0,0.174,2.087,0.174,1.783,1.717,0,0.65,2.214,0.834,1.65,2.087,0.353,"Interoceptive",2.698,23,0.821
"ABHORRENCE",1.312,0.188,0.5,2.75,0.438,1.5,1.662,0.544,1.155,1.915,1.031,2,2.75,0.383,"Interoceptive",2.987,16,0.762
"ABHORRENTLY",2.267,0.867,0.467,2.733,1,2.267,1.831,1.457,0.64,2.154,1.558,1.831,2.733,0.236,"Interoceptive",3.569,15,0.789
"ABHORRING",1,0.2,0,3.2,0.2,1.4,1.414,0.561,0,2.111,0.561,1.805,3.2,0.533,"Interoceptive",3.318,15,0.789
"ABIDE",1.188,0.062,0.438,1.188,0.188,1.688,1.515,0.25,1.263,1.601,0.544,1.887,1.688,0.342,"Visual",2.02,16,0.889
"ABIDING",0.533,0.133,0.133,1.467,0.2,0.6,1.125,0.516,0.516,1.885,0.775,0.986,1.467,0.435,"Interoceptive",1.523,15,0.882
"ABIDINGLY",1.583,0.083,0.167,1.583,0.083,1.75,1.832,0.289,0.389,1.881,0.289,1.815,1.75,0.317,"Visual",2.37,12,0.632
"ABILITY",1.222,0.278,0.833,2.556,0.167,2,1.768,0.752,1.383,1.854,0.514,1.879,2.556,0.339,"Interoceptive",3.004,18,1
"ABLAZE",1.471,0,1.118,0.824,0.941,3.706,1.586,0,1.616,1.334,1.519,1.759,3.706,0.46,"Visual",3.845,17,1
"ABLE",1.133,0.933,1.267,3.067,0.667,2,1.885,1.831,2.187,1.486,1.496,2.268,3.067,0.265,"Interoceptive",3.46,15,1
"ABLY",1.176,0,0.235,1.176,0,2.529,1.629,0,0.752,1.667,0,2.065,2.529,0.494,"Visual",2.689,17,0.895
"ABNORMAL",1.895,1.263,2,2.053,1.526,3,1.997,1.851,1.795,2.013,2.01,1.915,3,0.148,"Visual",3.826,19,1
"ABNORMALITY",1.421,0.684,1.842,1.526,0.789,3.053,1.805,1.336,1.893,1.867,1.398,1.715,3.053,0.254,"Visual",3.474,19,1
"ABNORMALLY",1.056,0.444,1.111,2.389,0.444,2.556,1.662,0.856,1.41,1.944,0.856,1.947,2.556,0.264,"Visual",3.209,18,1
"ABOARD",1.19,0,0.714,0.714,0.238,2.857,1.289,0,1.146,1.146,0.625,1.74,2.857,0.5,"Visual",2.953,21,1
"ABODE",0.867,0.133,2.067,0.733,1.2,3.6,1.767,0.352,2.086,1.387,1.568,1.724,3.6,0.403,"Visual",3.877,15,0.75
"ABOLISH",2.12,0.24,0.96,1.12,0.16,2.32,2.027,0.663,1.594,1.666,0.554,2.015,2.32,0.312,"Visual",2.897,25,0.962
"ABOLISHABLE",1.667,0,0.4,0.467,0,2.067,1.676,0,1.298,1.356,0,1.907,2.067,0.449,"Visual",2.388,15,0.882
"ABOLISHER",0.643,0.143,0.429,0.643,0.286,2.286,1.082,0.535,0.938,1.646,1.069,2.054,2.286,0.484,"Visual",2.326,14,0.875
"ABOLISHMENT",2.294,0,0.294,0.294,0,2.882,1.863,0,0.772,1.213,0,1.654,2.882,0.5,"Visual",3.304,17,0.944
"ABOLITION",0.727,0,0.273,1.182,0,1.273,1.272,0,0.647,1.888,0,1.902,1.273,0.368,"Visual",1.603,11,0.688
"ABOLITIONISM",2,0.059,0.118,0.824,0.059,1.765,1.936,0.243,0.332,1.334,0.243,1.954,2,0.402,"Auditory",2.413,17,0.895
"ABOLITIONIST",2,0.083,0.5,0.417,0.167,2.167,1.758,0.289,1.243,0.793,0.389,1.899,2.167,0.391,"Visual",2.639,12,0.75
"ABOMINABLE",1.882,0.294,0.471,1.294,0.118,2.471,1.996,0.686,0.943,1.724,0.332,1.908,2.471,0.36,"Visual",2.886,17,0.895
"ABOMINABLENESS",2.727,0.455,0.636,1.636,0.545,3.727,1.954,1.508,1.567,1.963,1.508,1.849,3.727,0.336,"Visual",4.254,11,0.579
"ABOMINABLY",1.583,0.583,0.583,1.25,0.75,2.833,1.676,0.9,0.9,1.288,1.138,1.946,2.833,0.297,"Visual",3.089,12,0.706
"ABOMINATE",1.174,0.478,0.696,1.304,0.478,2.522,1.435,1.039,1.222,1.917,0.947,1.974,2.522,0.307,"Visual",2.734,23,0.697
"ABOMINATION",1.75,0.05,0.35,1.35,0.15,3.2,1.803,0.224,0.587,1.268,0.366,1.673,3.2,0.46,"Visual",3.438,20,1
"ABORIGINAL",2.588,0.059,0.176,0.059,0.294,3.824,1.734,0.243,0.393,0.243,0.588,1.667,3.824,0.538,"Visual",4.184,17,0.85
"ABORT",2.062,0,0.375,1.5,0,2.812,1.843,0,0.885,1.713,0,1.797,2.812,0.417,"Visual",3.254,16,0.941
"ABORTED",1.632,0.526,0.895,1.263,0.579,3,1.707,1.349,1.729,1.593,1.387,1.7,3,0.313,"Visual",3.253,19,1
"ABORTION",0.824,0.059,0.706,2.471,0.118,2.235,1.286,0.243,1.532,1.972,0.332,1.562,2.471,0.376,"Interoceptive",3.006,17,1
"ABORTIONIST",1.667,0,0.444,0.667,0,2.722,1.91,0,1.247,1.495,0,2.109,2.722,0.495,"Visual",2.931,18,0.857
"ABORTIVE",1.571,0,0.143,0.5,0,2.214,1.785,0,0.535,1.16,0,2.007,2.214,0.5,"Visual",2.459,14,0.875
"ABORTIVELY",1.267,0,0.267,0.867,0,1.733,1.438,0,0.799,1.807,0,1.534,1.733,0.419,"Visual",1.992,15,0.682
"ABOUND",0.312,0.25,0.25,0.625,0.188,1.5,0.704,1,1,1.147,0.75,2.033,1.5,0.42,"Visual",1.545,16,0.842
"ABOUNDING",0.562,0.375,0.5,0.625,0.062,1.688,0.964,0.806,0.816,1.204,0.25,1.778,1.688,0.426,"Visual",1.755,16,0.842
"ABOUT",1.438,0,0.125,0.438,0,1.188,1.965,0,0.5,1.094,0,1.905,1.438,0.451,"Auditory",1.679,16,1
"ABOVE",0.294,0,0.471,0.824,0,3.235,0.588,0,0.943,1.237,0,1.921,3.235,0.671,"Visual",3.257,17,1
"ABOVE ALL",0.55,0,0.55,1.05,0,1,1.276,0,1.395,1.905,0,1.747,1.05,0.333,"Interoceptive",1.355,20,1
"ABOVEBOARD",2.176,0.118,0.176,1.294,0.235,3.235,2.128,0.485,0.728,1.687,0.752,2.137,3.235,0.431,"Visual",3.592,17,0.81
"ABOVEGROUND",1.15,0,0.75,0.45,0.45,4.4,1.785,0,1.372,1.276,1.276,1.046,4.4,0.611,"Visual",4.436,20,1
"ABOVEMENTIONED",1.333,0.067,0.2,0.067,0.133,2.067,1.839,0.258,0.561,0.258,0.516,2.187,2.067,0.517,"Visual",2.238,15,0.833
"ABRACADABRA",1.857,0,0,0.357,0,1.071,1.875,0,0,1.336,0,1.859,1.857,0.565,"Auditory",1.973,14,0.875
"ABRASION",0.706,0.176,3.294,1.647,0,2.412,1.404,0.728,1.929,2.029,0,2.093,3.294,0.4,"Haptic",3.794,17,0.944
"ABRASIVE",1.333,0.467,4.267,0.8,0.4,2,1.718,0.99,1.58,1.474,0.91,1.512,4.267,0.417,"Haptic",4.46,15,0.833
"ABRASIVELY",1.882,0,3.118,1.059,0,1.588,1.654,0,1.536,1.435,0,1.583,3.118,0.408,"Haptic",3.481,17,0.944
"ABRASIVENESS",2.05,0.35,3.65,1.55,0.05,2,1.761,0.933,1.899,1.849,0.224,1.892,3.65,0.373,"Haptic",4.102,20,0.952
"ABREAST",0.333,0,0.733,0.467,0,3.133,1.291,0,1.486,0.915,0,1.959,3.133,0.671,"Visual",3.151,15,0.714
"ABRIDGE",1.417,0.25,0.333,0.333,0.25,1.75,1.676,0.866,1.155,0.888,0.866,2.006,1.75,0.346,"Visual",2.025,12,0.75
"ABRIDGED",1.333,0,0.333,0.133,0,2.467,1.839,0,1.291,0.516,0,1.885,2.467,0.578,"Visual",2.592,15,0.789
"ABRIDGMENT",0.846,0.231,0.538,0.538,0.308,2.154,1.144,0.599,1.198,1.33,0.63,1.725,2.154,0.417,"Visual",2.221,13,0.765
"ABROAD",1.684,0.789,0.842,0.684,0.947,2.842,1.668,1.228,1.259,1.057,1.393,1.893,2.842,0.277,"Visual",3.107,19,0.95
"ABRUPT",2.368,0,0.632,1.579,0,2,2.006,0,1.116,1.805,0,1.886,2.368,0.36,"Auditory",2.942,19,1
"ABRUPTLY",3.059,0.059,0.471,1,0.059,3.882,1.853,0.243,0.943,1.581,0.243,1.054,3.882,0.448,"Visual",4.452,17,1
"ABRUPTNESS",3.278,0.056,1.056,1.444,0.056,3,1.776,0.236,1.662,1.886,0.236,2.029,3.278,0.362,"Auditory",4.05,18,0.947
"ABSCESS",0.15,0.45,2.85,2.6,1.05,4,0.366,0.999,1.872,2.088,1.317,1.414,4,0.347,"Visual",4.732,20,0.952
"ABSCESSED",0.294,1.294,2.647,3.235,1.941,3.882,0.588,1.795,2.029,2.137,2.015,1.691,3.882,0.27,"Visual",4.938,17,0.85
"ABSENCE",1.737,0.632,1.053,1.421,0.684,3.211,2.13,1.3,1.779,2.009,1.455,2.043,3.211,0.295,"Visual",3.502,19,1
"ABSENT",1.486,0.459,0.865,0.919,0.324,3.243,1.644,1.095,1.251,1.46,0.915,1.921,3.243,0.4,"Visual",3.39,37,1
"ABSENTEE",0.767,0,0.167,0.533,0,2.2,1.406,0,0.913,1.167,0,1.99,2.2,0.6,"Visual",2.241,30,0.938
"ABSENTEEISM",0.867,0,0.067,0.267,0,1.8,1.642,0,0.258,0.799,0,1.74,1.8,0.6,"Visual",1.866,15,0.789
"ABSENTLY",0.81,0.238,0.667,1.714,0.19,2.095,1.327,0.625,1.354,1.617,0.512,1.814,2.095,0.333,"Visual",2.471,21,0.913
"ABSENTMINDED",1.824,0,0.176,2.235,0,2.647,1.912,0,0.728,2.016,0,1.998,2.647,0.385,"Visual",3.295,17,1
"ABSENTMINDEDLY",1.438,0.312,0.312,1.75,0.25,1.438,1.632,1.014,0.793,1.844,0.775,1.459,1.75,0.273,"Interoceptive",2.249,16,0.941
"ABSENTMINDEDNESS",1.118,0,0.294,2.235,0.059,2,1.495,0,0.686,1.821,0.243,1.936,2.235,0.392,"Interoceptive",2.741,17,1
"ABSENTNESS",0.682,0.227,0.682,1.091,0.364,3.227,1.249,0.528,1.287,1.659,1.093,1.974,3.227,0.478,"Visual",3.29,22,1
"ABSINTHE",0.077,4.231,0.846,2.462,2.538,2.846,0.277,1.481,1.676,2.295,1.941,2.035,4.231,0.32,"Gustatory",5.074,13,0.722
"ABSOLUTE",1.562,0.062,0.688,1.625,0.062,1.812,1.365,0.25,1.448,1.628,0.25,1.424,1.812,0.301,"Visual",2.432,16,1
"ABSOLUTELY",1.222,0.111,0.278,1.5,0.111,1.889,1.833,0.471,1.179,1.886,0.471,2.246,1.889,0.348,"Visual",2.287,18,1
"ABSOLUTENESS",2.375,0.312,0.5,1.688,0.312,2.562,1.996,0.873,1.033,2.089,0.873,1.965,2.562,0.29,"Visual",3.278,16,1
"ABSOLUTION",0.947,0.053,0.053,1.368,0.053,1.211,1.508,0.229,0.229,1.95,0.229,1.512,1.368,0.357,"Interoceptive",1.731,19,0.95
"ABSOLUTISM",1.308,0,0.077,0.769,0,0.692,1.601,0,0.277,1.691,0,1.437,1.308,0.459,"Auditory",1.446,13,0.684
"ABSOLUTIST",2.692,0.385,0.692,0.923,0.385,1.846,1.888,1.387,1.702,1.706,1.387,2.075,2.692,0.333,"Auditory",3.001,13,0.684
"ABSOLVABLE",1.733,0,0.133,1.267,0,2.133,1.944,0,0.516,1.87,0,2.066,2.133,0.405,"Visual",2.569,15,0.833
"ABSOLVE",2.118,0,0.294,1.471,0,1.353,1.799,0,0.772,2.004,0,1.32,2.118,0.404,"Auditory",2.476,17,0.895
"ABSORB",0.333,0.194,2.194,0.917,0.056,3.389,1.014,0.856,1.997,1.697,0.232,1.745,3.389,0.471,"Visual",3.691,36,1
"ABSORBABILITY",0.643,0.643,2.25,0.821,0.429,3.393,1.42,1.496,1.798,1.679,1.345,1.685,3.393,0.362,"Visual",3.723,28,1
"ABSORBABLE",0.4,0.2,2.1,0.65,0.2,3.2,1.095,0.523,1.744,1.268,0.523,1.908,3.2,0.444,"Visual",3.487,20,1
"ABSORBED",0.947,0.368,1.368,2.368,0.158,2.474,1.433,0.955,1.674,2.033,0.375,1.744,2.474,0.301,"Visual",3.171,19,0.95
"ABSORBENCY",0.158,0.053,2.211,0.316,0.211,2.526,0.375,0.229,1.782,0.671,0.535,1.867,2.526,0.452,"Visual",2.999,19,0.95
"ABSORBENT",0.5,0.125,2.812,0.312,0.188,3.375,0.894,0.342,1.642,0.602,0.544,1.821,3.375,0.444,"Visual",3.933,16,1
"ABSORBER",1.188,0.25,2.625,0.812,0.438,3.375,1.642,0.577,1.586,1.471,0.814,1.544,3.375,0.36,"Visual",3.89,16,0.889
"ABSORBING",0.65,0.4,1.6,1.35,0.2,2.5,1.424,1.188,1.729,1.785,0.523,1.96,2.5,0.343,"Visual",2.824,20,0.952
"ABSORBINGLY",0.529,0.353,1.471,0.765,0.353,2.412,1.179,0.862,1.875,1.348,0.862,2.063,2.412,0.35,"Visual",2.615,17,1
"ABSORPTION",0.714,0.714,2.286,2.071,0.357,3,1.49,1.637,1.729,1.73,1.082,1.754,3,0.289,"Visual",3.649,14,0.875
"ABSORPTIVENESS",0.2,0.067,2.333,0.533,0.133,3.333,0.561,0.258,1.496,0.915,0.516,1.543,3.333,0.495,"Visual",3.682,15,0.75
"ABSTAIN",0.688,0.5,0.625,2.125,0.312,1.125,1.138,1.095,1.258,1.784,0.873,1.544,2.125,0.337,"Interoceptive",2.273,16,1
"ABSTAINER",1.438,0.062,0.188,0.812,0.312,2.188,1.825,0.25,0.75,1.682,1.014,1.721,2.188,0.425,"Visual",2.411,16,0.8
"ABSTENTION",1,0,0,0.3,0,1.3,1.491,0,0,0.949,0,1.494,1.3,0.5,"Visual",1.477,10,0.556
"ABSTINENCE",1.263,0.263,0.684,2.105,0.263,1.579,1.996,1.147,1.565,2.307,1.147,2.063,2.105,0.299,"Interoceptive",2.501,19,1
"ABSTINENT",0.789,0.158,0.947,1.895,0.105,1.263,1.548,0.688,1.58,2.025,0.459,1.939,1.895,0.347,"Interoceptive",2.166,19,1
"ABSTINENTLY",1.267,0.533,0.933,1.2,0.467,2.2,1.751,1.457,1.668,1.74,1.356,1.699,2.2,0.263,"Visual",2.492,15,0.789
"ABSTRACT",1.158,0.263,1.105,1.053,0.158,3.579,1.642,1.147,1.696,1.471,0.688,1.502,3.579,0.468,"Visual",3.682,19,1
"ABSTRACTED",1.267,0,0.4,0.8,0,2.333,1.624,0,1.121,1.612,0,1.952,2.333,0.486,"Visual",2.483,15,0.833
"ABSTRACTEDLY",1.188,0.25,0.438,0.938,0.062,2.75,1.515,1,0.964,1.482,0.25,1.844,2.75,0.478,"Visual",2.86,16,0.941
"ABSTRACTEDNESS",1.941,0.118,0.765,1.118,0.176,3.059,2.045,0.332,1.48,1.409,0.529,2.015,3.059,0.41,"Visual",3.356,17,0.895
"ABSTRACTION",1.375,0,0.312,0.688,0.062,2.5,1.928,0,1.014,1.302,0.25,2,2.5,0.506,"Visual",2.649,16,1
"ABSTRACTIONISM",2.364,0.091,0.545,1,0.091,4,1.362,0.302,1.036,1.414,0.302,1.183,4,0.483,"Visual",4.279,11,0.786
"ABSTRACTIONIST",0.583,0.167,0.417,0.75,0.417,2.917,0.996,0.577,0.9,1.765,1.443,2.065,2.917,0.524,"Visual",2.947,12,0.632
"ABSTRACTIVE",1.688,0.312,0.75,0.875,0.312,2.938,1.778,1.25,1.528,1.784,1.25,1.948,2.938,0.382,"Visual",3.152,16,0.889
"ABSTRACTLY",1.667,0.278,0.556,2.167,0.222,2.833,2.058,0.752,1.199,2.149,0.732,1.948,2.833,0.338,"Visual",3.355,18,0.947
"ABSTRACTNESS",1.875,0.062,1,1.812,0.125,3.438,1.708,0.25,1.751,1.905,0.342,1.861,3.438,0.406,"Visual",3.784,16,0.889
"ABSURD",3.562,0.125,0.312,1.375,0.125,2.75,1.825,0.5,0.873,1.893,0.5,1.693,3.562,0.417,"Auditory",4.095,16,1
"ABSURDITY",2.765,0.118,0.118,1.647,0.118,2.882,2.047,0.485,0.485,2.234,0.485,2.058,2.882,0.362,"Visual",3.673,17,1
"ABSURDLY",2.556,0.333,0.389,1.667,0.5,2.389,1.886,1.029,1.037,1.94,1.098,1.65,2.556,0.284,"Auditory",3.276,18,1
"ABSURDNESS",2.667,0.067,0.467,1.6,0.133,3.4,1.915,0.258,1.125,1.993,0.516,1.639,3.4,0.4,"Visual",3.968,15,0.938
"ABUNDANCE",0.824,0.647,1.882,0.412,0.412,4.353,1.185,1.272,1.833,1.064,0.618,0.931,4.353,0.462,"Visual",4.483,17,0.944
"ABUNDANT",1.357,0.357,1.5,0.929,0.429,3.786,1.946,1.082,1.743,1.9,0.938,1.762,3.786,0.41,"Visual",3.938,14,0.933
"ABUNDANTLY",1.227,0.227,1.136,0.727,0.273,3.545,1.771,0.528,1.521,1.279,0.631,1.625,3.545,0.465,"Visual",3.642,22,1
"ABUSE",3,0.1,2.7,2.65,0.05,4.2,1.835,0.308,1.838,1.663,0.224,0.894,4.2,0.327,"Visual",5.185,20,1
"ABUSER",3.111,0.444,3.5,2.111,0.833,3.056,2.111,1.247,2.093,2.026,1.543,2.413,3.5,0.234,"Haptic",4.814,18,1
"ABUSIVE",2.15,0,1.6,2.25,0,3.15,1.927,0,2.062,2.023,0,1.899,3.15,0.344,"Visual",3.841,20,1
"ABUSIVELY",2.556,0,0.889,1.556,0,3.333,1.464,0,1.491,1.977,0,1.815,3.333,0.4,"Visual",3.875,18,1
"ABUSIVENESS",3.053,0.053,2.316,1.947,0,3.421,2.068,0.229,2.382,2.121,0,2.09,3.421,0.317,"Visual",4.453,19,1
"ABYSMALLY",2,0.3,0.5,1.533,0.433,2.333,1.894,0.988,1.167,1.756,1.073,1.918,2.333,0.286,"Visual",2.906,30,0.811
"ABYSS",1.533,0.067,0.667,2.067,0.067,3.867,1.959,0.258,1.496,1.87,0.258,1.642,3.867,0.46,"Visual",4.132,15,0.882
"ACADEMIA",1.778,0.111,0.167,0.889,0.111,2.444,1.734,0.471,0.514,1.53,0.471,1.756,2.444,0.424,"Visual",2.756,18,0.947
"ACADEMIC",1.286,0.071,0.071,0.357,0.143,2.214,1.437,0.267,0.267,0.745,0.535,1.762,2.214,0.517,"Visual",2.353,14,0.875
"ACADEMIC YEAR",1.167,0.306,0.778,1.111,0.333,1.889,1.828,1.064,1.456,1.635,0.956,2.135,1.889,0.284,"Visual",2.171,36,1
"ACADEMICALLY",2.4,0.05,0.4,1.25,0.25,3,1.903,0.224,0.883,1.209,0.716,1.892,3,0.401,"Visual",3.5,20,0.952
"ACADEMY",1.167,0.056,0.389,0.444,0.056,3.611,1.689,0.236,0.85,1.042,0.236,1.501,3.611,0.621,"Visual",3.655,18,1
"ACCELERANT",0.579,0.053,0.737,1.053,1,2.211,0.961,0.229,1.284,1.615,1.333,1.843,2.211,0.383,"Visual",2.385,19,1
"ACCELERATE",1.684,0,1.211,2.474,0.158,2.684,1.635,0,1.653,1.744,0.501,1.529,2.684,0.327,"Visual",3.449,19,1
"ACCELERATED",1.5,0,1.056,2.611,0.167,2.667,1.618,0,1.626,2.033,0.514,1.847,2.667,0.333,"Visual",3.457,18,1
"ACCELERATION",2.529,0.412,1.765,2.118,0.706,3.882,1.94,1.278,1.985,2.288,1.687,1.616,3.882,0.304,"Visual",4.483,17,1
"ACCELERATIVE",1.933,0.267,0.733,1,0.2,3.133,1.58,1.033,1.033,1.195,0.561,1.885,3.133,0.404,"Visual",3.403,15,0.833
"ACCELERATOR",2.25,0,1.25,1.65,0.05,2.5,1.97,0,1.552,1.814,0.224,1.878,2.5,0.325,"Visual",3.222,20,1
"ACCELERATORY",1.9,0,1,2.5,0,2.8,1.595,0,1.764,2.068,0,1.989,2.8,0.341,"Visual",3.568,10,0.625
"ACCELEROMETER",0.263,0,1.105,0.211,0,3.368,0.733,0,1.487,0.713,0,1.95,3.368,0.681,"Visual",3.408,19,0.864
"ACCENT",4.053,0.474,0.211,0.211,0.263,0.737,1.649,1.073,0.713,0.713,0.806,1.485,4.053,0.646,"Auditory",4.064,19,1
"ACCENTUALLY",1.312,0,0.062,0,0,0.562,1.778,0,0.25,0,0,1.548,1.312,0.677,"Auditory",1.346,16,0.457
"ACCENTUATE",2.929,0.5,0.786,0.857,0.5,2.571,1.639,1.401,1.477,1.657,1.401,1.989,2.929,0.298,"Auditory",3.517,14,0.875
"ACCENTUATION",2,0.312,0.438,0.375,0.188,1.625,1.897,0.793,0.892,1.025,0.544,1.586,2,0.367,"Auditory",2.319,16,0.727
"ACCEPT",2.529,0.059,1.294,1.765,0.235,2.765,2.183,0.243,1.993,2.047,0.664,1.921,2.765,0.313,"Visual",3.557,17,1
"ACCEPTABILITY",1.056,0,0.611,1.944,0.111,1.667,1.392,0,1.335,2.014,0.323,1.782,1.944,0.361,"Interoceptive",2.374,18,0.947
"ACCEPTABLE",2.163,1.279,1.209,2.419,1.279,2.907,1.876,1.638,1.505,1.829,1.681,1.797,2.907,0.151,"Visual",3.798,43,1
"ACCEPTABLENESS",1.947,0.421,1.053,1.579,0.632,3.263,1.87,0.838,1.779,2.09,1.212,1.759,3.263,0.32,"Visual",3.623,19,1
"ACCEPTABLY",1.944,0.444,0.833,1.111,0.222,2.222,1.893,1.042,1.339,1.711,0.548,2.016,2.222,0.295,"Visual",2.731,18,1
"ACCEPTANCE",2.941,0.235,1.118,2.882,0.353,2.882,1.713,0.752,1.654,1.654,1.057,1.867,2.941,0.26,"Auditory",4.213,17,1
"ACCEPTANT",2.15,0.25,0.75,1.05,0.05,2.4,2.033,0.639,1.118,1.605,0.224,1.875,2.4,0.353,"Visual",2.938,20,1
"ACCEPTED",2.2,0.4,0.85,3,0.35,2.75,2.067,1.188,1.496,1.919,1.137,2.023,3,0.277,"Interoceptive",3.897,20,1
"ACCEPTOR",1.8,0,0.533,0.267,0,3.067,1.897,0,1.125,0.799,0,1.624,3.067,0.541,"Visual",3.266,15,0.833
"ACCESS",1.1,0.45,1.25,0.75,0.35,2.35,1.447,1.099,1.517,1.293,0.813,2.007,2.35,0.32,"Visual",2.562,20,1
"ACCESSIBILITY",1.062,0,1.125,0.625,0,3,1.806,0,1.708,1.36,0,2.129,3,0.516,"Visual",3.103,16,1
"ACCESSIBLE",0.579,0.316,0.737,0.579,0.158,3.211,0.902,1.157,1.447,1.261,0.688,2.097,3.211,0.547,"Visual",3.237,19,1
"ACCESSIBLY",0.588,0,1.059,0.412,0,3.529,1.176,0,1.6,1.004,0,1.419,3.529,0.632,"Visual",3.568,17,1
"ACCESSORIZE",0.778,0.167,2.056,0.333,0.111,3.722,1.555,0.707,1.83,0.97,0.471,1.32,3.722,0.504,"Visual",3.932,18,1
"ACCESSORY",0.824,0.118,2.529,0.235,0.235,4.176,1.131,0.332,1.625,0.664,0.562,1.334,4.176,0.5,"Visual",4.475,17,1
"ACCIDENT",3.312,0,1.062,1.312,0.312,4.375,1.702,0,1.611,1.815,0.793,1.025,4.375,0.422,"Visual",4.981,16,1
"ACCIDENTAL",1.85,0.25,0.85,1.3,0.6,3.15,1.631,0.716,1.348,1.658,1.314,1.663,3.15,0.362,"Visual",3.438,20,1
"ACCIDENTALLY",1.667,0.278,1,1.389,0.5,2.611,1.782,0.752,1.414,1.819,1.043,1.685,2.611,0.313,"Visual",2.972,18,1
"ACCIDENTLY",2.062,0.125,0.375,0.875,0.125,2.75,2.112,0.5,0.885,1.455,0.5,2.017,2.75,0.416,"Visual",3.117,16,1
"ACCLAIM",2.5,0.286,0.643,1.286,0.214,2.714,2.103,0.825,1.216,1.59,0.579,1.939,2.714,0.327,"Visual",3.363,14,0.778
"ACCLAIMER",3.636,0.273,0.455,0.545,0.364,3.364,1.748,0.905,1.214,1.036,1.206,2.157,3.636,0.389,"Auditory",4.422,11,0.611
"ACCLAMATION",1.786,0.214,0.429,1.286,0.071,1.571,1.888,0.579,0.938,1.49,0.267,1.742,1.786,0.32,"Auditory",2.276,14,0.7
